"","Attrition","BusinessTravel","DailyRate","Department","EducationField","Gender","HourlyRate","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Age_Group","Env_Group","Years_Group","Edu_Group","WorkLife_Group","JobInvolvement_Group"
"454","No","Travel_Rarely","530","Sales","Medical","Female","91","3","Manager","3","Married","12504","23978","No","21","4","2","15","0","0","0","Old","Low","Low","Low","Low","High"
"455","No","Non-Travel","336","Sales","Marketing","Male","52","2","Sales Executive","1","Married","4385","24162","No","15","3","1","10","7","4","5","Medium","Low","High","High","High","Low"
"456","No","Non-Travel","792","Research & Development","Life Sciences","Male","77","2","Laboratory Technician","4","Married","6472","8989","Yes","15","3","4","9","8","5","8","Medium","High","Low","High","High","High"
"457","Yes","Travel_Rarely","807","Human Resources","Human Resources","Male","63","1","Human Resources","1","Divorced","2073","23648","Yes","22","4","4","7","2","0","2","Medium","High","Low","High","High","High"
"458","No","Travel_Rarely","971","Research & Development","Medical","Female","54","4","Research Director","4","Single","17328","5652","No","19","3","4","29","7","12","7","Old","High","High","High","Low","High"
"459","Yes","Travel_Rarely","903","Research & Development","Medical","Male","81","2","Manufacturing Director","2","Married","4855","7653","No","11","3","1","7","2","1","4","Medium","High","Low","High","High","High"
"460","No","Travel_Rarely","1092","Research & Development","Medical","Female","64","3","Manufacturing Director","3","Single","9667","2739","No","14","3","2","9","7","0","2","Young","Low","Low","High","High","High"
"461","No","Travel_Frequently","1091","Research & Development","Life Sciences","Male","65","3","Manufacturing Director","2","Married","10976","15813","No","18","3","2","23","2","1","2","Old","High","Low","Low","High","High"
"462","Yes","Travel_Frequently","381","Research & Development","Medical","Male","89","1","Laboratory Technician","1","Single","3172","16998","Yes","11","3","3","4","0","0","0","Young","Low","Low","High","Low","High"
"463","No","Travel_Rarely","201","Research & Development","Medical","Female","99","3","Research Director","3","Married","13206","3376","No","12","3","1","20","16","1","11","Medium","Low","High","High","High","Low"
"464","No","Travel_Rarely","601","Sales","Marketing","Male","97","2","Sales Executive","4","Married","9204","23343","No","12","3","3","7","3","0","3","Young","High","Low","High","Low","High"
"465","Yes","Travel_Frequently","504","Research & Development","Medical","Male","61","3","Manufacturing Director","3","Divorced","10048","22573","No","11","3","2","17","0","0","0","Medium","Low","Low","High","High","High"
"466","No","Travel_Rarely","1112","Sales","Life Sciences","Female","67","2","Sales Executive","4","Married","5476","22589","No","11","3","1","10","0","0","2","Young","Low","High","High","High","High"
"467","No","Travel_Frequently","775","Sales","Life Sciences","Male","47","2","Sales Executive","4","Married","6804","23683","No","18","3","3","7","2","2","2","Medium","High","Low","High","High","Low"
"468","No","Travel_Rarely","1084","Research & Development","Technical Degree","Male","54","2","Manufacturing Director","4","Married","6261","4185","No","18","3","1","9","7","1","7","Medium","High","Low","High","Low","High"
"469","No","Travel_Frequently","1216","Research & Development","Life Sciences","Male","87","4","Research Director","3","Married","15787","21624","Yes","14","3","2","23","2","2","2","Old","Low","Low","High","High","High"
"470","No","Travel_Rarely","397","Research & Development","Medical","Female","54","3","Manufacturing Director","3","Married","7756","14199","Yes","19","3","4","10","4","0","2","Medium","High","Low","Low","High","Low"
"471","No","Travel_Rarely","836","Research & Development","Technical Degree","Male","98","1","Research Scientist","4","Married","2662","7975","No","20","4","2","19","2","0","4","Old","Low","Low","High","High","Low"
"472","No","Travel_Rarely","541","Sales","Technical Degree","Male","62","1","Sales Representative","1","Divorced","2322","9518","No","13","3","3","3","0","0","0","Young","High","Low","Low","High","High"
"473","No","Travel_Rarely","1031","Research & Development","Life Sciences","Female","45","2","Research Scientist","2","Divorced","4505","15000","No","15","3","3","12","0","0","0","Medium","High","Low","High","High","Low"
"474","No","Travel_Rarely","1302","Research & Development","Other","Male","67","1","Laboratory Technician","1","Divorced","4066","16290","No","11","3","1","7","7","0","7","Young","High","Low","High","High","Low"
"475","No","Travel_Rarely","1115","Research & Development","Medical","Male","54","1","Research Scientist","4","Single","2045","15174","No","13","3","4","5","2","1","1","Young","Low","Low","High","High","Low"
"476","No","Travel_Frequently","970","Sales","Life Sciences","Female","30","2","Sales Executive","2","Married","4302","13401","No","17","3","3","4","2","0","2","Medium","High","Low","High","High","High"
"477","No","Travel_Rarely","782","Research & Development","Other","Male","50","4","Research Director","4","Divorced","16627","2671","Yes","14","3","3","21","0","0","0","Medium","Low","Low","High","Low","Low"
"478","No","Travel_Frequently","1125","Sales","Marketing","Female","68","3","Sales Executive","1","Married","9637","8277","No","14","3","4","9","2","2","2","Young","Low","Low","High","High","High"
"479","Yes","Travel_Rarely","1485","Research & Development","Life Sciences","Female","79","1","Laboratory Technician","4","Married","2515","22955","Yes","11","3","4","1","1","0","0","Young","High","Low","Low","Low","High"
"480","No","Travel_Rarely","1313","Sales","Marketing","Female","80","2","Sales Executive","4","Single","4507","8191","No","12","3","3","8","1","0","4","Old","High","Low","High","High","High"
"481","No","Travel_Frequently","798","Research & Development","Life Sciences","Female","48","3","Manufacturing Director","3","Married","8943","14034","No","24","4","1","10","9","8","9","Young","High","High","Low","High","Low"
"482","No","Travel_Frequently","1195","Research & Development","Life Sciences","Male","95","2","Manufacturing Director","2","Single","6499","22656","No","13","3","3","6","5","0","3","Medium","Low","Low","High","High","Low"
"483","No","Non-Travel","1097","Research & Development","Medical","Male","79","3","Healthcare Representative","1","Married","9884","8302","Yes","13","3","3","10","0","2","3","Medium","High","Low","Low","High","Low"
"484","No","Travel_Frequently","840","Research & Development","Medical","Male","64","5","Research Director","3","Divorced","19419","3735","No","17","3","2","21","16","0","11","Medium","Low","High","High","High","High"
"485","No","Travel_Rarely","1194","Research & Development","Medical","Female","98","1","Research Scientist","3","Married","2001","12549","No","14","3","2","20","3","0","2","Medium","High","Low","High","High","High"
"486","No","Travel_Rarely","580","Research & Development","Medical","Female","39","2","Manufacturing Director","1","Divorced","4877","20460","No","21","4","2","6","3","0","0","Young","Low","Low","High","Low","Low"
"487","No","Travel_Rarely","598","Research & Development","Life Sciences","Male","91","1","Research Scientist","3","Married","2451","22376","No","18","3","1","5","0","0","0","Young","High","Low","High","Low","High"
"488","No","Travel_Frequently","711","Research & Development","Medical","Female","81","2","Manufacturing Director","3","Single","5042","3140","No","13","3","4","10","2","3","8","Medium","Low","Low","High","Low","High"
"489","No","Travel_Rarely","192","Research & Development","Life Sciences","Male","69","1","Research Scientist","4","Married","2654","9655","No","21","4","4","8","2","0","2","Medium","Low","Low","Low","Low","High"
"490","No","Travel_Rarely","684","Research & Development","Life Sciences","Male","51","5","Research Director","3","Single","19537","6462","No","13","3","3","23","18","15","15","Old","Low","High","High","High","High"
"491","No","Travel_Rarely","311","Research & Development","Life Sciences","Male","77","1","Laboratory Technician","2","Single","2013","10950","No","11","3","3","15","3","1","3","Medium","Low","Low","High","High","High"
"492","No","Travel_Rarely","1234","Sales","Life Sciences","Female","90","4","Manager","4","Married","17650","5404","No","13","3","2","26","3","1","1","Medium","High","Low","Low","High","High"
"493","No","Travel_Rarely","950","Research & Development","Medical","Female","93","3","Manufacturing Director","2","Divorced","7655","8039","No","17","3","2","10","7","1","7","Young","High","Low","High","Low","High"
"494","No","Travel_Rarely","147","Research & Development","Medical","Female","47","1","Research Scientist","2","Married","2622","13248","No","21","4","4","7","2","1","1","Medium","High","Low","High","High","Low"
"495","No","Travel_Frequently","364","Research & Development","Medical","Female","83","5","Manager","2","Single","18061","13035","No","22","4","3","22","0","0","0","Medium","Low","Low","High","High","High"
"496","No","Travel_Rarely","1329","Sales","Life Sciences","Female","47","2","Sales Executive","3","Married","5902","14590","No","14","3","3","17","11","5","9","Medium","High","High","High","High","Low"
"497","No","Travel_Rarely","265","Research & Development","Life Sciences","Female","57","1","Research Scientist","4","Single","2994","21221","Yes","12","3","4","1","0","0","1","Young","Low","Low","High","High","High"
"498","No","Travel_Rarely","477","Research & Development","Medical","Male","49","1","Laboratory Technician","2","Single","3597","6409","No","22","4","4","6","3","1","2","Young","High","Low","High","High","High"
"499","Yes","Travel_Rarely","1097","Research & Development","Life Sciences","Male","96","1","Research Scientist","3","Single","2936","10826","Yes","11","3","3","6","4","0","2","Medium","High","Low","High","High","High"
"500","No","Travel_Rarely","1258","Research & Development","Life Sciences","Female","40","1","Research Scientist","3","Single","2506","13301","No","13","3","3","7","2","2","2","Medium","High","Low","High","High","High"
"501","No","Travel_Rarely","770","Sales","Marketing","Male","73","3","Sales Executive","3","Divorced","8740","5569","Yes","14","3","2","9","7","2","7","Medium","High","Low","High","High","Low"
"502","No","Travel_Rarely","430","Research & Development","Medical","Male","40","5","Research Director","4","Divorced","19627","21445","No","17","3","4","23","2","2","2","Medium","High","Low","High","High","High"
"503","Yes","Travel_Frequently","1445","Research & Development","Life Sciences","Female","100","3","Manufacturing Director","2","Single","7446","8931","No","11","3","1","10","8","4","7","Young","High","High","High","High","High"
"504","No","Travel_Rarely","703","Sales","Marketing","Male","42","2","Sales Executive","1","Single","4960","11825","No","12","3","4","20","7","1","7","Medium","High","Low","High","High","High"
"505","No","Travel_Frequently","1479","Research & Development","Life Sciences","Female","84","2","Manufacturing Director","2","Divorced","6397","26767","No","20","4","1","6","5","1","4","Young","High","Low","High","Low","High"
"506","No","Travel_Rarely","252","Research & Development","Other","Male","70","5","Manager","4","Married","19202","15970","No","11","3","3","25","0","1","7","Medium","High","High","High","High","High"
"507","Yes","Travel_Rarely","607","Research & Development","Technical Degree","Female","78","3","Manufacturing Director","4","Married","10169","14618","No","16","3","2","34","7","1","9","Old","High","High","High","High","Low"
"508","No","Travel_Rarely","116","Research & Development","Life Sciences","Male","52","2","Research Scientist","4","Single","4108","5340","No","13","3","1","18","7","1","7","Medium","Low","Low","Low","High","High"
